"Reporting starts","Reporting ends","Ad name","Date created","Attribution setting","Amount spent (USD)","Cost per results","Result indicator",Purchases,"Purchase ROAS (return on ad spend)","CPM (cost per 1,000 impressions) (USD)","CPC (cost per link click) (USD)","Unique CTR (link click-through rate)",Reach,Impressions,Hook,Hold
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",23.7,,,,,8.853194,1.823077,0.49904,2605,2677,0.25214793,0.12700784
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",18.06,,,,,4.652241,0.903,0.519211,3852,3882,0.20994333,0.0615662
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",619.47,23.825769230769,actions:offsite_conversion.fb_pixel_purchase,26,2.428382,12.220513,1.464468,0.865639,48288,50691,0.20052869,0.04241384
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",1.53,,,,,1.810651,1.53,0.119474,837,845,0.21420118,0.11242604
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-23,"7-day click",2.67,,,,,190.714286,,0,11,14,0.07142857,0.07142857
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-23,"7-day click",8.35,,,,,143.965517,,0,51,58,0.25862069,0.03448276
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-23,"7-day click",4.43,,,,,126.571429,4.43,3.225806,31,35,0.42857143,0.11428571
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-23,"7-day click",32.41,,,,,198.834356,16.205,1.941748,103,163,0.10429448,0.03067485
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-23,"7-day click",10.37,,,,,122,,0,68,85,0.22352941,0.03529412
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",1.23,,,,,102.5,,0,10,12,0.16666667,0.08333333
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click",2.65,,,,,55.208333,,0,34,48,0.35416667,0.22916667
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click",338.62,56.436666666667,actions:offsite_conversion.fb_pixel_purchase,6,0.991524,95.547404,5.374921,2.638298,2350,3544,0.2037246,0.05276524
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",58.05,58.05,actions:offsite_conversion.fb_pixel_purchase,1,1.858226,94.390244,4.146429,2.372263,548,615,0.44227642,0.13170732
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click",76.9,76.9,actions:offsite_conversion.fb_pixel_purchase,1,0.935111,78.629857,8.544444,1.171875,768,978,0.24744376,0.09100204
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",60.2,60.2,actions:offsite_conversion.fb_pixel_purchase,1,1.198173,77.878396,5.016667,1.866252,643,773,0.25614489,0.08408797
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",2.59,,,,,76.176471,,0,29,34,0.32352941,0.11764706
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-24,"7-day click",4.22,,,,,102.926829,,0,37,41,0.24390244,0.04878049
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click",30.2,,,,,126.890756,7.55,1.666667,180,238,0.19747899,0.04201681
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",10.46,10.46,actions:offsite_conversion.fb_pixel_purchase,1,4.078394,6.316425,1.3075,0.435053,1609,1656,0.18417874,0.10084541
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",8.45,,,,,6.525097,2.816667,0.235664,1273,1295,0.24015444,0.14362934
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",11.36,5.68,actions:offsite_conversion.fb_pixel_purchase,2,10.675176,14.024691,2.272,0.647668,772,810,0.2308642,0.10864198
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",37.85,37.85,actions:offsite_conversion.fb_pixel_purchase,1,1.055482,9.777835,2.102778,0.477961,3766,3871,0.26039783,0.12529062
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",10.71,,,,,13.125,1.53,0.779221,770,816,0.26348039,0.1629902
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",15.58,,,,,4.680084,2.225714,0.216183,3238,3329,0.1868429,0.09522379
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",772.81,26.648620689655,actions:offsite_conversion.fb_pixel_purchase,29,2.684981,11.14812,1.325575,0.839809,66920,69322,0.19511843,0.03766481
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",1918.51,23.396463414634,actions:offsite_conversion.fb_pixel_purchase,82,2.833543,9.015173,1.246595,0.736685,203479,212809,0.17827254,0.03338675
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",556.15,17.940322580645,actions:offsite_conversion.fb_pixel_purchase,31,3.165009,5.835843,1.557843,0.369215,92358,95299,0.20507036,0.09917208
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",1736.8,24.811428571429,actions:offsite_conversion.fb_pixel_purchase,70,2.502758,13.93934,1.405178,1.007779,118776,124597,0.21115276,0.0435484
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",1.9,0.95,actions:offsite_conversion.fb_pixel_purchase,2,92.889474,4.884319,1.9,0.268817,372,389,0.22107969,0.13367609
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click or 1-day view",28.47,28.47,actions:offsite_conversion.fb_pixel_purchase,1,1.403231,12.899864,1.898,0.669216,2092,2207,0.2288174,0.12188491
2019-12-30,2023-01-30,"baby dance - Copy",2021-11-24,"7-day click or 1-day view",218.77,72.923333333333,actions:offsite_conversion.fb_pixel_purchase,3,0.706313,9.700692,1.448808,0.665827,22228,22552,0.24853672,0.12163001
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-24,"7-day click or 1-day view",200.34,22.26,actions:offsite_conversion.fb_pixel_purchase,9,2.213936,10.911765,1.362857,0.790623,18087,18360,0.20245098,0.04455338
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click or 1-day view",256.34,15.078823529412,actions:offsite_conversion.fb_pixel_purchase,17,5.477413,6.719266,1.144375,0.582681,37070,38150,0.22699869,0.08364351
2019-12-30,2023-01-30,"It's back! sarah",2021-11-24,"7-day click or 1-day view",658.96,21.965333333333,actions:offsite_conversion.fb_pixel_purchase,30,3.525434,4.952687,0.838372,0.627796,122492,133051,0.1408257,0.02859806
2019-12-30,2023-01-30,"OMGOSH snugged",2021-11-24,"7-day click or 1-day view",11.93,11.93,actions:offsite_conversion.fb_pixel_purchase,1,3.348701,8.663762,1.988333,0.380807,1313,1377,0.12200436,0.04212055
2019-12-30,2023-01-30,"OMGOSH snugged",2021-11-24,"7-day click or 1-day view",20.98,6.9933333333333,actions:offsite_conversion.fb_pixel_purchase,3,9.680648,10.214216,10.49,0.105597,1894,2054,0.13291139,0.03602726
2019-12-30,2023-01-30,"OMGOSH snugged",2021-11-24,"7-day click or 1-day view",22.78,22.78,actions:offsite_conversion.fb_pixel_purchase,1,1.753731,3.838248,3.796667,0.107105,5602,5935,0.08711036,0.01735468
2019-12-30,2023-01-30,"perfect winter gift",2021-11-24,"7-day click or 1-day view",385.97,32.164166666667,actions:offsite_conversion.fb_pixel_purchase,12,1.838226,6.164769,1.045989,0.621405,58416,62609,0.30530754,0.08005239
2019-12-30,2023-01-30,"perfect winter gift",2021-11-24,"7-day click or 1-day view",141.48,47.16,actions:offsite_conversion.fb_pixel_purchase,3,0.901258,5.802403,1.322243,0.44524,24032,24383,0.29623098,0.08054792
2019-12-30,2023-01-30,"perfect winter gift",2021-11-24,"7-day click or 1-day view",1345.66,33.6415,actions:offsite_conversion.fb_pixel_purchase,40,1.626845,8.301624,1.359253,0.620057,156921,162096,0.32630663,0.08636857
2019-12-30,2023-01-30,"perfect winter gift",2021-11-24,"7-day click or 1-day view",1592.42,30.623461538462,actions:offsite_conversion.fb_pixel_purchase,52,2.040674,4.986441,1.217446,0.431998,297918,319350,0.2958666,0.0747675
2019-12-30,2023-01-30,"perfect winter gift",2021-11-24,"7-day click or 1-day view",2182.51,25.08632183908,actions:offsite_conversion.fb_pixel_purchase,87,2.496708,5.607711,1.240767,0.498577,341171,389198,0.28366538,0.07041403
2019-12-30,2023-01-30,"issa vibe",2021-11-24,"7-day click or 1-day view",64.45,21.483333333333,actions:offsite_conversion.fb_pixel_purchase,3,1.828704,10.788416,1.571951,0.714784,5736,5974,0.2184466,0.04285236
2019-12-30,2023-01-30,"OMGOSH snugged",2021-11-24,"7-day click or 1-day view",5.16,,,,,3.519782,2.58,0.139958,1429,1466,0.10709413,0.02046385
2019-12-30,2023-01-30,"It's back! sarah",2021-11-24,"7-day click or 1-day view",24.92,,,,,4.565775,0.638974,0.715496,5311,5458,0.14419201,0.0285819
2019-12-30,2023-01-30,"Card Smacking",2021-11-24,"7-day click or 1-day view",56.62,28.31,actions:offsite_conversion.fb_pixel_purchase,2,2.081597,12.147608,1.451795,0.697727,4443,4661,0.27826647,0.17764428
2019-12-30,2023-01-30,"OMGOSH snugged",2021-11-24,"7-day click or 1-day view",2.4,1.2,actions:offsite_conversion.fb_pixel_purchase,2,33.291667,1.215805,0.8,0.153846,1950,1974,0.07446809,0.01215805
2019-12-30,2023-01-30,"Card Smacking",2021-11-24,"7-day click or 1-day view",107.7,21.54,actions:offsite_conversion.fb_pixel_purchase,5,2.406035,6.439847,1.583824,0.405743,16020,16724,0.26542693,0.15528582
2019-12-30,2023-01-30,"Card Smacking",2021-11-24,"7-day click or 1-day view",35.87,35.87,actions:offsite_conversion.fb_pixel_purchase,1,1.113744,7.34439,1.120938,0.679694,4708,4884,0.26126126,0.17567568
2019-12-30,2023-01-30,"issa vibe",2021-11-24,"7-day click or 1-day view",93.59,13.37,actions:offsite_conversion.fb_pixel_purchase,7,3.26958,3.971568,0.850818,0.486027,22221,23565,0.18777849,0.02928071
2019-12-30,2023-01-30,"It's back! sarah",2021-11-24,"7-day click or 1-day view",265.47,37.924285714286,actions:offsite_conversion.fb_pixel_purchase,7,1.425622,9.477687,0.909144,1.050808,26551,28010,0.18500536,0.04173509
2019-12-30,2023-01-30,"issa vibe",2021-11-24,"7-day click or 1-day view",58.84,9.8066666666667,actions:offsite_conversion.fb_pixel_purchase,6,6.544018,3.571038,1.225833,0.296947,15491,16477,0.14723554,0.02743218
2019-12-30,2023-01-30,"Card Smacking",2021-11-24,"7-day click or 1-day view",6.72,,,,,5.316456,1.68,0.323363,1237,1264,0.2943038,0.17484177
2019-12-30,2023-01-30,"It's back! sarah",2021-11-24,"7-day click or 1-day view",436.82,19.855454545455,actions:offsite_conversion.fb_pixel_purchase,22,2.991896,10.088455,1.174247,0.831962,43151,43299,0.1909051,0.0410633
2019-12-30,2023-01-30,"Card Smacking",2021-11-24,"7-day click or 1-day view",31.91,31.91,actions:offsite_conversion.fb_pixel_purchase,1,1.39298,4.825344,1.2764,0.372787,6438,6613,0.28307878,0.17420233
2019-12-30,2023-01-30,"It's back! sarah",2021-11-24,"7-day click or 1-day view",634.23,35.235,actions:offsite_conversion.fb_pixel_purchase,18,1.55256,8.982537,1.15947,0.788247,67999,70607,0.171796,0.03955698
2019-12-30,2023-01-30,"issa vibe",2021-11-24,"7-day click or 1-day view",7.98,,,,,4.217759,1.33,0.323102,1857,1892,0.16913319,0.03858351
2019-12-30,2023-01-30,"issa vibe",2021-11-24,"7-day click or 1-day view",114.6,28.65,actions:offsite_conversion.fb_pixel_purchase,4,2.555061,11.213307,1.685294,0.684022,9795,10220,0.24657534,0.05469667
2019-12-30,2023-01-30,"phone ya",2021-11-25,"7-day click or 1-day view",14.77,4.9233333333333,actions:offsite_conversion.fb_pixel_purchase,3,10.278267,9.672561,3.6925,0.288184,1388,1527,0.14472823,0.07334643
2019-12-30,2023-01-30,"baby dance",2021-11-25,"7-day click or 1-day view",219.86,36.643333333333,actions:offsite_conversion.fb_pixel_purchase,6,1.612299,15.784335,1.704341,0.930931,13320,13929,0.29506784,0.15600546
2019-12-30,2023-01-30,"noisy nelly",2021-11-25,"7-day click or 1-day view",25.11,8.37,actions:offsite_conversion.fb_pixel_purchase,3,7.532059,12.159806,1.0044,1.176471,1955,2065,0.2440678,0.14818402
2019-12-30,2023-01-30,"OMGOSH snugged",2021-11-25,"7-day click or 1-day view",17.27,8.635,actions:offsite_conversion.fb_pixel_purchase,2,4.855819,1.199222,1.439167,0.088398,13575,14401,0.08693841,0.01305465
2019-12-30,2023-01-30,"Dont flirt with him",2021-11-25,"7-day click or 1-day view",34.76,11.586666666667,actions:offsite_conversion.fb_pixel_purchase,3,4.597238,8.636025,2.673846,0.324237,3701,4025,0.19304348,0.0842236
2019-12-30,2023-01-30,"perfect winter gift",2021-11-25,"7-day click or 1-day view",2316.65,23.639285714286,actions:offsite_conversion.fb_pixel_purchase,98,2.304612,7.072725,1.317776,0.564614,306227,327547,0.31612562,0.07842539
2019-12-30,2023-01-30,"the original balnket hoodie",2021-11-25,"7-day click or 1-day view",268.69,15.805294117647,actions:offsite_conversion.fb_pixel_purchase,17,4.165097,8.378758,1.210315,0.70535,30056,32068,0.1608457,0.07137957
2019-12-30,2023-01-30,"Card Smacking",2021-11-25,"7-day click or 1-day view",285.01,9.8279310344828,actions:offsite_conversion.fb_pixel_purchase,29,5.987299,4.785741,1.10469,0.472345,52504,59554,0.33096014,0.18536118
2019-12-30,2023-01-30,"It's back! sarah",2021-11-25,"7-day click or 1-day view",2915.92,16.110055248619,actions:offsite_conversion.fb_pixel_purchase,181,3.481666,9.103914,1.071635,0.902289,290816,320293,0.17431539,0.03336632
2019-12-30,2023-01-30,"look what I found",2021-11-25,"7-day click or 1-day view",434.32,20.681904761905,actions:offsite_conversion.fb_pixel_purchase,21,3.005227,2.144885,0.783971,0.309122,176306,202491,0.23130411,0.02912722
2019-12-30,2023-01-30,"sad burrito",2021-11-25,"7-day click or 1-day view",172.09,43.0225,actions:offsite_conversion.fb_pixel_purchase,4,1.675577,6.353701,1.012294,0.639377,26432,27085,0.36950342,0.11596825
2019-12-30,2023-01-30,"Internet stuff",2021-11-25,"7-day click or 1-day view",15.86,7.93,actions:offsite_conversion.fb_pixel_purchase,2,11.127995,5.463314,1.586,0.35727,2799,2903,0.21563899,0.04512573
2019-12-30,2023-01-30,"issa vibe",2021-11-25,"7-day click or 1-day view",290.77,16.153888888889,actions:offsite_conversion.fb_pixel_purchase,18,2.993844,3.05829,0.723308,0.427369,91958,95076,0.38104253,0.0356662
2019-12-30,2023-01-30,"yes sir",2021-11-25,"7-day click or 1-day view",607.38,18.405454545455,actions:offsite_conversion.fb_pixel_purchase,33,2.901874,13.246532,1.84614,0.744574,42709,45852,0.28548373,0.04531972
2019-12-30,2023-01-30,"financially recover",2021-11-25,"7-day click or 1-day view",22.59,,,,,6.781747,1.8825,0.388979,3085,3331,0.09366557,0.04473131
2019-12-30,2023-01-30,"screaming blanket hoodies",2021-11-25,"7-day click or 1-day view",8.71,,,,,13.803487,8.71,0.175131,571,631,0.15530903,0.04120444
2019-12-30,2023-01-30,"Looks Stunning",2021-11-25,"7-day click or 1-day view",47.09,23.545,actions:offsite_conversion.fb_pixel_purchase,2,3.318539,18.481162,2.943125,0.705156,2269,2548,0.1389325,0.07417582
2019-12-30,2023-01-30,Pockets!,2021-11-25,"7-day click or 1-day view",54.56,10.912,actions:offsite_conversion.fb_pixel_purchase,5,3.523277,15.373345,3.897143,0.454398,3081,3549,0.13130459,0.05804452
2019-12-30,2023-01-30,"Blanket hoodie szn",2021-11-25,"7-day click or 1-day view",26.2,26.2,actions:offsite_conversion.fb_pixel_purchase,1,1.524809,9.228602,1.871429,0.529701,2643,2839,0.29411765,0.06551603
2019-12-30,2023-01-30,"try this with me",2021-11-25,"7-day click or 1-day view",57.36,,,,,2.624811,0.637333,0.414313,21240,21853,0.23937217,0.16235757
2019-12-30,2023-01-30,"best friend glitter glitter",2021-11-25,"7-day click or 1-day view",237.06,21.550909090909,actions:offsite_conversion.fb_pixel_purchase,11,2.836961,2.253958,0.651264,0.362729,98972,105175,0.15279296,0.05324459
2019-12-30,2023-01-30,"break poison",2021-11-25,"7-day click or 1-day view",14.68,,,,,8.326716,4.893333,0.181818,1650,1763,0.09415769,0.04480998
2019-12-30,2023-01-30,"me and my bestfriend",2021-11-25,"7-day click or 1-day view",682.42,20.679393939394,actions:offsite_conversion.fb_pixel_purchase,33,2.804812,12.272196,1.404156,0.917724,50124,55607,0.18857338,0.05371626
2019-12-30,2023-01-30,"Green Light",2021-11-25,"7-day click or 1-day view",142.15,35.5375,actions:offsite_conversion.fb_pixel_purchase,4,1.068097,2.153821,0.826453,0.28144,59693,65999,0.43947636,0.10762284
2019-12-30,2023-01-30,"It's back! sarah",2021-11-25,"7-day click or 1-day view",22.88,,,,,14.045427,2.08,0.68836,1598,1629,0.17986495,0.03806016
2019-12-30,2023-01-30,"OMGOSH snugged",2021-11-25,"7-day click or 1-day view",9.06,,,,,12.479339,2.265,0.441826,679,726,0.11157025,0.0137741
2019-12-30,2023-01-30,"OMGOSH snugged",2021-11-25,"7-day click or 1-day view",5.27,,,,,11.260684,,0,434,468,0.08547009,0.02350427
2019-12-30,2023-01-30,"OMGOSH snugged",2021-11-25,"7-day click or 1-day view",11.53,,,,,3.35467,11.53,0.030193,3312,3437,0.08844923,0.01512947
2019-12-30,2023-01-30,"OMGOSH snugged",2021-11-25,"7-day click or 1-day view",3.09,3.09,actions:offsite_conversion.fb_pixel_purchase,1,14.530744,15.29703,,0,191,202,0.15346535,0.02970297
2019-12-30,2023-01-30,"perfect winter gift",2021-11-25,"7-day click or 1-day view",570.32,27.158095238095,actions:offsite_conversion.fb_pixel_purchase,21,2.328447,5.763603,1.422244,0.406327,96474,98952,0.30149972,0.0735306
2019-12-30,2023-01-30,"Card Smacking",2021-11-25,"7-day click or 1-day view",33.45,33.45,actions:offsite_conversion.fb_pixel_purchase,1,1.19432,7.456531,1.967647,0.38866,4374,4486,0.25479269,0.15514935
2019-12-30,2023-01-30,"issa vibe",2021-11-25,"7-day click or 1-day view",42.24,42.24,actions:offsite_conversion.fb_pixel_purchase,1,0.945786,3.008761,1.456552,0.211247,13728,14039,0.15342973,0.02628392
2019-12-30,2023-01-30,"It's back! sarah",2021-11-25,"7-day click or 1-day view",260.76,18.625714285714,actions:offsite_conversion.fb_pixel_purchase,14,3.128662,7.135898,1.064327,0.676675,35172,36542,0.16041815,0.03313995
2019-12-30,2023-01-30,"issa vibe",2021-11-25,"7-day click or 1-day view",1.51,,,,,9.679487,0.755,1.315789,152,156,0.23076923,0.01923077
2019-12-30,2023-01-30,"perfect winter gift",2021-11-25,"7-day click or 1-day view",71.46,23.82,actions:offsite_conversion.fb_pixel_purchase,3,3.00098,4.385933,1.134286,0.382763,16198,16293,0.29000184,0.07316025
2019-12-30,2023-01-30,"Card Smacking",2021-11-25,"7-day click or 1-day view",1.8,,,,,10.227273,1.8,0.60241,166,176,0.3125,0.18181818
2019-12-30,2023-01-30,"perfect winter gift",2021-11-25,"7-day click or 1-day view",53.07,13.2675,actions:offsite_conversion.fb_pixel_purchase,4,6.651404,4.441748,1.360769,0.332765,11720,11948,0.25878808,0.08151992
2019-12-30,2023-01-30,"It's back! sarah",2021-11-25,"7-day click or 1-day view",24.61,24.61,actions:offsite_conversion.fb_pixel_purchase,1,3.10321,9.297318,1.07,0.850735,2586,2647,0.19758217,0.03740083
2019-12-30,2023-01-30,"Card Smacking",2021-11-25,"7-day click or 1-day view",16.79,16.79,actions:offsite_conversion.fb_pixel_purchase,1,2.379392,7.659672,1.291538,0.562852,2132,2192,0.28056569,0.16879562
2019-12-30,2023-01-30,"Card Smacking",2021-11-25,"7-day click or 1-day view",3.74,,,,,10.135501,3.74,0.289017,346,369,0.26558266,0.16531165
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-26,"7-day click",1.24,,,,,17.222222,,0,68,72,0.23611111,0.05555556
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-26,"7-day click",2.33,,,,,17.38806,2.33,0.775194,129,134,0.28358209,0.05970149
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-26,"7-day click",139.74,34.935,actions:offsite_conversion.fb_pixel_purchase,4,1.639688,45.281918,1.14541,3.726263,2791,3086,0.26312378,0.07193778
2019-12-30,2023-01-30,"look what I found - Copy",2021-11-26,"7-day click",2.32,1.16,actions:offsite_conversion.fb_pixel_purchase,2,37.00431,17.709924,1.16,1.587302,126,131,0.3129771,0.03053435
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-26,"7-day click",2.49,,,,,14.733728,2.49,0.598802,167,169,0.64497041,0.20118343
2019-12-30,2023-01-30,"It's back! sarah - Copy",2021-11-26,"7-day click",18.03,18.03,actions:offsite_conversion.fb_pixel_purchase,1,2.490294,23.507171,1.126875,2.010724,746,767,0.24380704,0.04302477
2019-12-30,2023-01-30,"Green Light - Copy",2021-11-24,"7-day click",1.41,,,,,156.666667,1.41,12.5,8,9,0.66666667,0.33333333
2019-12-30,2023-01-30,"best friend glitter glitter - Copy",2021-11-24,"7-day click",0.84,,,,,76.363636,,0,8,11,0.54545455,0.18181818
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click",0.12,,,,,40,,0,3,3,0.66666667,0.66666667
2019-12-30,2023-01-30,"noisy nelly - Copy",2021-11-24,"7-day click",9.24,9.24,actions:offsite_conversion.fb_pixel_purchase,1,8.265152,90.588235,9.24,1.123596,89,102,0.2745098,0.15686275
